dst,packet_total,volume_total
200.236.48.233,273325,17710259
200.236.48.23,278087,17967612
200.236.48.232,272452,17655790
200.236.48.231,278086,18010238
200.236.48.230,274265,17748397
200.236.48.229,274839,17782013
200.236.48.228,274809,17808937
200.236.48.2,273205,17701952
200.236.48.227,274017,17835558
200.236.48.226,272441,17631394
200.236.48.225,278759,18033671
200.236.48.224,275568,17810616
200.236.48.223,279676,18089021
200.236.48.22,274074,17761957
200.236.48.222,274624,17779906
200.236.48.221,276544,17923623
200.236.48.220,277422,17922614
200.236.48.219,274196,17744583
200.236.48.218,272681,17657625
200.236.48.217,278605,18026058
200.236.48.216,284988,18509495
200.236.48.215,276719,17902606
200.236.48.214,273941,17728244
200.236.48.213,273337,17659807
200.236.48.21,274134,17849651
200.236.48.212,276406,17885962
200.236.48.211,275981,17883880
200.236.48.210,278763,18034047
200.236.48.209,274745,17998568
200.236.48.208,273164,17671805
200.236.48.207,275378,17830370
200.236.48.206,271900,17597026
200.236.48.205,273194,17721807
200.236.48.204,273479,17738786
200.236.48.203,272947,17708571
200.236.48.20,274291,17774809
200.236.48.202,274596,17768597
200.236.48.201,276280,17880241
200.236.48.200,276909,17938192
200.236.48.199,272771,17645393
200.236.48.198,280234,18134866
200.236.48.197,275948,17852291
200.236.48.196,271908,17610229
200.236.48.195,276031,17915093
200.236.48.194,273927,17739746
200.236.48.193,278203,17994633
200.236.48.19,277070,17914336
200.236.48.192,277334,17983427
200.236.48.191,276936,17935355
200.236.48.190,305617,19616255
200.236.48.189,279959,18092121
200.236.48.188,276461,17902074
200.236.48.187,276702,17878384
200.236.48.186,276955,17919149
200.236.48.185,275358,17834340
200.236.48.184,277841,17936931
200.236.48.183,274622,17766177
200.236.48.18,273544,17730988
200.236.48.182,288828,18599593
200.236.48.181,276592,17913369
200.236.48.180,273394,17748481
200.236.48.179,274816,17757075
200.236.48.178,276122,17883305
200.236.48.177,276501,17921207
200.236.48.176,281508,18167609
200.236.48.175,275885,17900600
200.236.48.174,273767,17730305
200.236.48.173,274058,17723170
200.236.48.17,276224,17881284
200.236.48.172,274055,17763619
200.236.48.171,273492,17705858
200.236.48.170,273231,17675160
200.236.48.169,273210,17673526
200.236.48.168,274499,17765386
200.236.48.167,274489,17772683
200.236.48.166,275139,17817863
200.236.48.165,279018,18016730
200.236.48.164,273843,17741237
200.236.48.163,275050,17792641
200.236.48.16,306557,19704606
200.236.48.162,272254,17604493
200.236.48.161,275160,17794102
200.236.48.160,273821,17718090
200.236.48.159,274840,17772805
200.236.48.158,280597,18151862
200.236.48.157,273229,17675080
200.236.48.156,274701,17800214
200.236.48.155,279596,18096278
200.236.48.154,273340,17718113
200.236.48.153,276084,17860011
200.236.48.15,277935,17965149
200.236.48.152,271941,17587316
200.236.48.151,272495,17635517
200.236.48.150,281046,18174565
200.236.48.149,273761,17749064
200.236.48.148,277222,17919089
200.236.48.147,273490,17730515
200.236.48.146,276255,17869838
200.236.48.145,273820,17754700
200.236.48.144,275325,17799144
200.236.48.143,271280,17535727
200.236.48.14,275850,17869058
200.236.48.142,278221,18002883
200.236.48.141,276679,17890771
200.236.48.140,276565,17918609
200.236.48.139,274451,17788975
200.236.48.138,273473,17707323
200.236.48.137,275533,17855006
200.236.48.136,274970,17815616
200.236.48.135,274648,17772929
200.236.48.134,273755,17728800
200.236.48.133,277063,17942072
200.236.48.13,275901,17834593
200.236.48.132,273072,17683095
200.236.48.131,275687,17903021
200.236.48.130,273578,17708529
200.236.48.129,273583,17706127
200.236.48.128,273087,17712443
200.236.48.1,279488,18104290
200.236.48.127,276938,17922334
200.236.48.126,275885,17842416
200.236.48.125,274716,17771475
200.236.48.124,279018,18015442
200.236.48.123,274463,17744838
200.236.48.12,274363,17754903
200.236.48.122,278201,18032721
200.236.48.121,274912,17813134
200.236.48.120,276355,17859549
200.236.48.119,277214,17874865
200.236.48.118,276082,18038458
200.236.48.117,274244,17765706
200.236.48.116,274784,17770848
200.236.48.115,277895,17952541
200.236.48.114,275889,17866231
200.236.48.113,274872,17791595
200.236.48.11,273068,17657321
200.236.48.112,279767,18098219
200.236.48.111,275398,17851729
200.236.48.110,273276,17666280
200.236.48.109,273643,17705622
200.236.48.108,275502,17844834
200.236.48.107,273717,17709406
200.236.48.106,273555,17696082
200.236.48.105,274424,17808303
200.236.48.104,275007,17854640
200.236.48.103,277327,17940052
200.236.48.10,277445,17988750
200.236.48.102,274571,17805127
200.236.48.101,276460,17898757
200.236.48.100,276065,17915260
200.236.48.0,271152,17584578
200.236.47.99,275824,17819197
200.236.47.98,273665,17711737
200.236.47.97,274773,17761701
200.236.47.96,279434,18063185
200.236.47.95,274692,17770326
200.236.47.94,275163,17799021
200.236.47.93,278370,18014262
200.236.47.9,284070,18320130
200.236.47.92,278348,18027316
200.236.47.91,275098,17801378
200.236.47.90,274121,17880483
200.236.47.89,278312,18047220
200.236.47.88,275303,17817321
200.236.47.87,273526,17680767
200.236.47.86,275436,17817990
200.236.47.85,275841,17821433
200.236.47.84,273970,17745354
200.236.47.83,273913,17754126
200.236.47.8,290456,18708305
200.236.47.82,285266,18397918
200.236.47.81,272990,17699545
200.236.47.80,272584,17660605
200.236.47.79,276379,17893652
200.236.47.78,273228,17713447
200.236.47.77,273496,17722799
200.236.47.76,276237,17877327
200.236.47.75,276110,17830264
200.236.47.74,274089,17695659
200.236.47.73,275320,17802224
200.236.47.7,273693,17721956
200.236.47.72,274048,17696087
200.236.47.71,275803,17825942
200.236.47.70,272288,17617960
200.236.47.69,277431,17942021
200.236.47.68,275767,17832986
200.236.47.67,273367,17685166
200.236.47.66,272793,17686751
200.236.47.65,274948,17771796
200.236.47.64,273545,17706173
200.236.47.63,276340,17860111
200.236.47.6,279148,18079670
200.236.47.62,280454,18115174
200.236.47.61,276243,17852772
200.236.47.60,277970,17935232
200.236.47.59,281037,18230692
200.236.47.58,272875,17693119
200.236.47.57,277022,17923475
200.236.47.56,275354,17778464
200.236.47.55,273350,17712209
200.236.47.54,274037,17747236
200.236.47.53,276757,17897765
200.236.47.5,275162,17802648
200.236.47.52,277551,17964079
200.236.47.51,274109,17707512
200.236.47.50,275209,17793750
200.236.47.49,277656,17931119
200.236.47.48,274254,17743777
200.236.47.47,274934,17800690
200.236.47.46,273522,17708780
200.236.47.45,281383,18291545
200.236.47.44,273945,17742473
200.236.47.43,276288,17898936
200.236.47.4,280177,18160574
200.236.47.42,275916,17876996
200.236.47.41,274768,17787567
200.236.47.40,273261,17686411
200.236.47.39,283695,18324123
200.236.47.38,276756,17933344
200.236.47.37,274343,17756824
200.236.47.36,275077,17787584
200.236.47.35,278731,18021647
200.236.47.34,274217,17731158
200.236.47.33,274718,17817113
200.236.47.3,276780,17936023
200.236.47.32,273423,17674134
200.236.47.31,273526,17716572
200.236.47.30,273873,17740091
200.236.47.29,280550,18124495
200.236.47.28,279084,18040528
200.236.47.27,282744,18281843
200.236.47.26,277642,17950521
200.236.47.255,277351,17922879
200.236.47.254,274059,17704685
200.236.47.253,277802,17980050
200.236.47.25,275916,17860829
200.236.47.252,275585,17828725
200.236.47.251,274120,17730075
200.236.47.250,275034,17801145
200.236.47.249,274030,17740086
200.236.47.248,273455,17721946
200.236.47.247,305584,19644448
200.236.47.246,281601,18181493
200.236.47.245,275319,17825259
200.236.47.244,273653,17706766
200.236.47.243,272673,17634224
200.236.47.24,275193,17785578
200.236.47.242,275201,17840771
200.236.47.241,274091,17737623
200.236.47.240,275670,17826516
200.236.47.239,274484,17758540
200.236.47.238,272184,17639823
200.236.47.237,275816,17884522
200.236.47.236,273371,17718922
200.236.47.235,275981,17800481
200.236.47.234,274555,17809662
200.236.47.233,272354,17616703
200.236.47.23,276478,17884602
200.236.47.232,272545,17628611
200.236.47.231,275969,17836246
200.236.47.230,274664,17834745
200.236.47.229,274606,17758992
200.236.47.228,274005,17742572
200.236.47.2,273154,17658719
200.236.47.227,277434,17924484
200.236.47.226,276899,17903935
200.236.47.225,278253,17984457
200.236.47.224,273263,17690061
200.236.47.223,275861,17846258
200.236.47.22,274450,17736400
200.236.47.222,274800,17782981
200.236.47.221,274356,17785027
200.236.47.220,279933,18076584
200.236.47.219,275778,17822559
200.236.47.218,272481,17649721
200.236.47.217,306559,21237088
200.236.47.216,276853,17924357
200.236.47.215,272780,17651495
200.236.47.214,278418,17984048
200.236.47.213,275847,17905282
200.236.47.21,280593,18352006
200.236.47.212,273659,17719076
200.236.47.211,275062,17813593
200.236.47.210,279955,18078038
200.236.47.209,276857,17889320
200.236.47.208,275923,17908107
200.236.47.207,275843,17845469
200.236.47.206,274503,17787882
200.236.47.205,274155,17752813
200.236.47.204,274988,17808709
200.236.47.203,274196,17744540
200.236.47.20,274282,17732514
200.236.47.202,275150,17796650
200.236.47.201,275428,17848488
200.236.47.200,272216,17636575
200.236.47.199,275503,17804534
200.236.47.198,272792,17643375
200.236.47.197,276504,17856988
200.236.47.196,273961,17716525
200.236.47.195,274721,17777266
200.236.47.194,276801,17897957
200.236.47.193,307632,19737463
200.236.47.19,274042,17743405
200.236.47.192,277580,17954657
200.236.47.191,273992,17740884
200.236.47.190,273201,17678364
200.236.47.189,273511,17727683
200.236.47.188,276012,17891221
200.236.47.187,274436,17751424
200.236.47.186,273825,17691507
200.236.47.185,279290,18042689
200.236.47.184,272450,17628359
200.236.47.183,274969,17782296
200.236.47.18,273711,17723667
200.236.47.182,274755,17812997
200.236.47.181,274877,17821811
200.236.47.180,274791,17820038
200.236.47.179,274036,17715492
200.236.47.178,276159,17877487
200.236.47.177,277595,17975431
200.236.47.176,272621,17665947
200.236.47.175,276652,17898656
200.236.47.174,275854,17882491
200.236.47.173,274483,17723387
200.236.47.17,274553,17766658
200.236.47.172,274696,17766343
200.236.47.171,276148,17875024
200.236.47.170,275016,17780970
200.236.47.169,271823,17613173
200.236.47.168,276226,17854354
200.236.47.167,276820,17899686
200.236.47.166,276008,17866786
200.236.47.165,278008,18025016
200.236.47.164,272801,17639073
200.236.47.163,274747,17775951
200.236.47.16,275471,17813236
200.236.47.162,274163,17731652
200.236.47.161,303864,19571197
200.236.47.160,277411,17927184
200.236.47.159,276153,17883416
200.236.47.158,273637,17730250
200.236.47.157,275719,17811040
200.236.47.156,278501,18025705
200.236.47.155,274168,17759281
200.236.47.154,274453,17770030
200.236.47.153,275748,17851725
200.236.47.15,281809,18400310
200.236.47.152,274273,17740681
200.236.47.151,273857,17764109
200.236.47.150,273358,17705303
200.236.47.149,273122,17641066
200.236.47.148,273460,17730523
200.236.47.147,274071,17708810
200.236.47.146,280005,18071949
200.236.47.145,274955,17810777
200.236.47.144,281259,18156354
200.236.47.143,273079,17675405
200.236.47.14,273299,17689864
200.236.47.142,276085,17850699
200.236.47.141,274021,17751194
200.236.47.140,273951,17779126
200.236.47.139,282332,18267729
200.236.47.138,275260,17771618
200.236.47.137,273390,17687511
200.236.47.136,274931,17788474
200.236.47.135,272581,17632825
200.236.47.134,272680,17673411
200.236.47.133,275761,17899641
200.236.47.13,273971,17765172
200.236.47.132,272962,17633999
200.236.47.131,275241,17813403
200.236.47.130,274981,17770507
200.236.47.129,279540,18080864
200.236.47.128,274575,17732254
200.236.47.1,280336,18092293
200.236.47.127,276298,17854395
200.236.47.126,274120,17718341
200.236.47.125,281660,18187957
200.236.47.124,273594,17688160
200.236.47.123,271374,17566985
200.236.47.12,273576,17716259
200.236.47.122,276688,17893983
200.236.47.121,302789,33656462
200.236.47.120,274863,17773341
200.236.47.119,275168,17777463
200.236.47.118,278604,18000916
200.236.47.117,275971,17911097
200.236.47.116,274098,17759772
200.236.47.115,274547,17764646
200.236.47.114,274542,17777681
200.236.47.113,277022,17960099
200.236.47.11,277197,17917170
200.236.47.112,273989,17701982
200.236.47.111,272715,17641441
200.236.47.110,305851,19685148
200.236.47.109,296419,19086761
200.236.47.108,279186,18024163
200.236.47.107,278464,18004173
200.236.47.106,273829,17752528
200.236.47.105,275759,17836463
200.236.47.104,273840,17763990
200.236.47.103,274284,17751357
200.236.47.10,274302,17765696
200.236.47.102,274053,17751942
200.236.47.101,277152,17906632
200.236.47.100,272228,17609899
200.236.47.0,271632,17578432
200.236.46.99,277467,17949942
200.236.46.98,281444,18172158
200.236.46.97,277228,17918206
200.236.46.96,276035,17884759
200.236.46.95,307196,34173176
200.236.46.94,275595,17895724
200.236.46.93,278969,18054196
200.236.46.9,281045,18132969
200.236.46.92,276331,17854775
200.236.46.91,276098,17861464
200.236.46.90,274599,17810201
200.236.46.89,273822,17766352
200.236.46.88,272667,17615555
200.236.46.87,276160,17859806
200.236.46.86,273241,17687673
200.236.46.85,275761,17826364
200.236.46.84,274096,17727677
200.236.46.83,273770,17758976
200.236.46.8,293367,18979556
200.236.46.82,275886,17861026
200.236.46.81,276904,17909371
200.236.46.80,273711,17736924
200.236.46.79,279143,18022853
200.236.46.78,275130,17818903
200.236.46.77,278301,17992189
200.236.46.76,277021,17918247
200.236.46.75,275131,17818839
200.236.46.74,275896,17875484
200.236.46.73,274857,17787871
200.236.46.7,276849,17899350
200.236.46.72,274961,17782881
200.236.46.71,276181,17917592
200.236.46.70,277240,18479309
200.236.46.69,276655,17918108
200.236.46.68,276333,17900593
200.236.46.67,273841,17730291
200.236.46.66,275430,17813734
200.236.46.65,274624,17791151
200.236.46.64,274388,17752188
200.236.46.63,274895,17759230
200.236.46.6,275696,17806571
200.236.46.62,273774,17674906
200.236.46.61,278403,17971907
200.236.46.60,304341,19583366
200.236.46.59,276559,17899078
200.236.46.58,277066,17899417
200.236.46.57,271934,17645054
200.236.46.56,275197,17802587
200.236.46.55,277152,17917081
200.236.46.54,276769,17899687
200.236.46.53,274984,17768778
200.236.46.5,276925,17904954
200.236.46.52,275388,17813791
200.236.46.51,273788,17748848
200.236.46.50,277328,17946324
200.236.46.49,273731,17751246
200.236.46.48,280530,18137685
200.236.46.47,274988,17807392
200.236.46.46,275050,17822545
200.236.46.45,273610,17742302
200.236.46.44,275922,17847073
200.236.46.43,273757,17761504
200.236.46.4,275277,17830969
200.236.46.42,277165,17950053
200.236.46.41,276431,17832131
200.236.46.40,277028,17953685
200.236.46.39,274231,17744233
200.236.46.38,273805,17731778
200.236.46.37,273697,17690262
200.236.46.36,275486,17822815
200.236.46.35,279852,18090116
200.236.46.34,276999,17928919
200.236.46.33,274013,17728743
200.236.46.3,280035,18122729
200.236.46.32,275394,17795980
200.236.46.31,276877,17907650
200.236.46.30,276157,17909301
200.236.46.29,275455,17879704
200.236.46.28,280393,18150815
200.236.46.27,274455,17746447
200.236.46.26,278649,18054822
200.236.46.255,269911,17468233
200.236.46.254,274689,17763463
200.236.46.253,274190,17736141
200.236.46.25,307561,34137872
200.236.46.252,274516,17794994
200.236.46.251,276000,17834830
200.236.46.250,274011,17697489
200.236.46.249,277916,17963401
200.236.46.248,273931,17705796
200.236.46.247,276748,17936789
200.236.46.246,273313,17708528
200.236.46.245,275998,17904915
200.236.46.244,278614,17999397
200.236.46.243,273149,17715098
200.236.46.24,274088,17757047
200.236.46.242,276678,17893376
200.236.46.241,303512,19496909
200.236.46.240,279177,18048457
200.236.46.239,277061,17946732
200.236.46.238,274579,17809153
200.236.46.237,275467,17825936
200.236.46.236,274221,17800629
200.236.46.235,276561,17909622
200.236.46.234,285951,18448643
200.236.46.233,276893,17908878
200.236.46.23,272719,17633901
200.236.46.232,276210,17847390
200.236.46.231,275710,17877599
200.236.46.230,275827,17894947
200.236.46.229,279711,18085744
200.236.46.228,274844,17819970
200.236.46.227,278809,18076491
200.236.46.2,272565,17659302
200.236.46.226,274994,17823682
200.236.46.225,277243,17937709
200.236.46.224,276906,17919594
200.236.46.223,274324,17758437
200.236.46.22,277071,17914230
200.236.46.222,278204,18009823
200.236.46.221,273213,17709683
200.236.46.220,273421,17691183
200.236.46.219,277206,17922124
200.236.46.218,276587,17911669
200.236.46.217,279839,18108728
200.236.46.216,275232,17768540
200.236.46.215,275424,17862953
200.236.46.214,294017,18948614
200.236.46.213,275977,17806909
200.236.46.21,276186,17849368
200.236.46.212,273929,17741469
200.236.46.211,277109,17964034
200.236.46.210,276137,17873624
200.236.46.209,273718,17715983
200.236.46.208,276090,17860006
200.236.46.207,278863,18034639
200.236.46.206,274667,17780311
200.236.46.205,277989,18008943
200.236.46.204,273297,17718541
200.236.46.203,274190,17750412
200.236.46.20,282033,18183393
200.236.46.202,276066,17829613
200.236.46.201,273257,17673506
200.236.46.200,275482,17854616
200.236.46.199,273486,17681787
200.236.46.198,274952,17797464
200.236.46.197,273937,17732153
200.236.46.196,272004,17589332
200.236.46.195,273014,17663443
200.236.46.194,277730,17967761
200.236.46.193,275251,17805538
200.236.46.19,274524,17774029
200.236.46.192,280435,18134898
200.236.46.191,274320,17742376
200.236.46.190,273509,17710974
200.236.46.189,275099,17825919
200.236.46.188,274999,17818277
200.236.46.187,272674,17667426
200.236.46.186,273469,17726044
200.236.46.185,273740,17762645
200.236.46.184,273786,17731487
200.236.46.183,275270,17880354
200.236.46.18,275601,17865602
200.236.46.182,276071,17857446
200.236.46.181,273480,17711796
200.236.46.180,275192,17829239
200.236.46.179,276360,17860012
200.236.46.178,275050,17775911
200.236.46.177,274175,17917940
200.236.46.176,272715,17655324
200.236.46.175,279804,18131787
200.236.46.174,277237,17965802
200.236.46.173,273383,17718197
200.236.46.17,282341,18269382
200.236.46.172,277224,17924642
200.236.46.171,273411,17724424
200.236.46.170,272301,17656492
200.236.46.169,274380,17755041
200.236.46.168,272648,17649951
200.236.46.167,279989,18106112
200.236.46.166,273138,17646279
200.236.46.165,275227,17797587
200.236.46.164,275334,17811365
200.236.46.163,274632,17791190
200.236.46.16,271892,17595958
200.236.46.162,272892,17648693
200.236.46.161,273748,17706743
200.236.46.160,276038,17843369
200.236.46.159,274416,17784553
200.236.46.158,276255,17880097
200.236.46.157,274483,17769908
200.236.46.156,277233,17919911
200.236.46.155,273839,17744852
200.236.46.154,274404,17764336
200.236.46.153,273707,17701751
200.236.46.15,275271,17812972
200.236.46.152,273740,17687419
200.236.46.151,278055,17983674
200.236.46.150,275708,17846757
200.236.46.149,274437,17786864
200.236.46.148,274925,17786885
200.236.46.147,273599,17745261
200.236.46.146,271482,17570328
200.236.46.145,275972,17841140
200.236.46.144,275158,17843191
200.236.46.143,274543,17772933
200.236.46.14,273333,17709935
200.236.46.142,274949,17804808
200.236.46.141,277316,17952477
200.236.46.140,276012,17822430
200.236.46.139,278975,18038411
200.236.46.138,274723,17787995
200.236.46.137,274905,17786646
200.236.46.136,274588,17779634
200.236.46.135,275987,17860702
200.236.46.134,275338,17818675
200.236.46.133,276803,17951583
200.236.46.13,275925,17836662
200.236.46.132,276361,17907231
200.236.46.131,289893,40882318
200.236.46.130,275854,17860128
200.236.46.129,274712,17798328
200.236.46.128,273298,17783030
200.236.46.1,278692,18013454
200.236.46.127,275684,17829116
200.236.46.126,277894,18000554
200.236.46.125,276719,18032341
200.236.46.124,279314,18070252
200.236.46.123,273340,17688481
200.236.46.12,279872,18103792
200.236.46.122,275035,17801485
200.236.46.121,276913,17920749
200.236.46.120,275563,17821331
200.236.46.119,274869,17794689
200.236.46.118,277844,17993140
200.236.46.117,277190,17941794
200.236.46.116,274881,17826013
200.236.46.115,273373,17709216
200.236.46.114,273840,17726006
200.236.46.113,277270,17941293
200.236.46.11,276683,17870253
200.236.46.112,276159,17876698
200.236.46.111,276593,17937302
200.236.46.110,282092,18251490
200.236.46.109,277005,17940743
200.236.46.108,300958,19328773
200.236.46.107,277186,17951342
200.236.46.106,276792,17919454
200.236.46.105,274499,17802070
200.236.46.104,275785,17839452
200.236.46.103,273880,17737225
200.236.46.10,273928,17737559
200.236.46.102,275541,17903212
200.236.46.101,274536,17764768
200.236.46.100,277741,17938521
200.236.46.0,273463,17706854
200.236.45.99,276180,17885655
200.236.45.98,275243,17830987
200.236.45.97,272915,17688425
200.236.45.96,275159,17838333
200.236.45.95,276859,17918306
200.236.45.94,275323,17815924
200.236.45.93,275188,17803895
200.236.45.9,287200,18541838
200.236.45.92,276587,17889439
200.236.45.91,280114,18098731
200.236.45.90,273294,17675566
200.236.45.89,274035,17725693
200.236.45.88,275418,17814027
200.236.45.87,276746,17943482
200.236.45.86,276218,17872838
200.236.45.85,276105,17858191
200.236.45.84,275005,17917850
200.236.45.83,276150,17858121
200.236.45.8,293617,18915767
200.236.45.82,275184,17835750
200.236.45.81,275719,17835432
200.236.45.80,278216,18006994
200.236.45.79,276198,17874258
200.236.45.78,278119,17982838
200.236.45.77,279386,18049240
200.236.45.76,275888,17870766
200.236.45.75,274973,17800600
200.236.45.74,276817,17887413
200.236.45.73,284700,18364947
200.236.45.7,326152,23074586
200.236.45.72,276206,17880314
200.236.45.71,276470,17996502
200.236.45.70,280764,18153790
200.236.45.69,277797,17942059
200.236.45.68,276423,17915700
200.236.45.67,274944,17778698
200.236.45.66,274948,17808065
200.236.45.65,276010,17875777
200.236.45.64,273330,17704078
200.236.45.63,274880,17758551
200.236.45.6,297222,19120390
200.236.45.62,274205,17736054
200.236.45.61,274204,17762946
200.236.45.60,283390,18280314
200.236.45.59,276290,17873350
200.236.45.58,275297,17809826
200.236.45.57,275753,17877125
200.236.45.56,275102,17805434
200.236.45.5,546832,35643943
200.236.45.55,279620,18054835
200.236.45.54,274330,17764208
200.236.45.53,275327,17821068
200.236.45.52,273576,17681957
200.236.45.51,278035,18004059
200.236.45.50,276258,17845969
200.236.45.49,272940,17666418
200.236.45.48,273323,17729496
200.236.45.47,281280,18162965
200.236.45.46,275249,17800734
200.236.45.45,277012,17923934
200.236.45.44,275268,17827366
200.236.45.43,276607,17894411
200.236.45.4,273138,17687444
200.236.45.42,277595,17975301
200.236.45.41,277251,17945783
200.236.45.40,274930,17786589
200.236.45.39,276378,17878593
200.236.45.38,280570,18107627
200.236.45.37,275018,17795260
200.236.45.36,276837,17934830
200.236.45.35,274598,17775841
200.236.45.34,277721,17995698
200.236.45.33,273941,17745463
200.236.45.3,284417,18371823
200.236.45.32,273553,17717116
200.236.45.31,278019,17982255
200.236.45.30,277813,18002895
200.236.45.29,278027,17979281
200.236.45.28,276256,17914059
200.236.45.27,277158,17922880
200.236.45.26,276610,17891459
200.236.45.255,274633,17710608
200.236.45.254,272892,17644144
200.236.45.253,273564,17745051
200.236.45.25,286212,18674511
200.236.45.252,272317,17671722
200.236.45.251,272849,17662212
200.236.45.250,273660,17691352
200.236.45.249,275696,17819573
200.236.45.248,273358,17681744
200.236.45.247,276105,18023476
200.236.45.246,276050,17858262
200.236.45.245,274994,17814028
200.236.45.244,278970,18037524
200.236.45.243,277293,17945795
200.236.45.24,278797,18004338
200.236.45.242,276368,17896051
200.236.45.241,275054,17842767
200.236.45.240,275458,17818453
200.236.45.239,273390,17673234
200.236.45.238,279017,18024611
200.236.45.237,275314,17846743
200.236.45.236,278578,17992415
200.236.45.235,272916,17664942
200.236.45.234,272830,17652359
200.236.45.233,276301,17894992
200.236.45.23,276361,17872366
200.236.45.232,273693,17712691
200.236.45.231,274737,17798269
200.236.45.230,277688,17984704
200.236.45.229,276045,17870252
200.236.45.228,273265,17696307
200.236.45.2,276333,17905846
200.236.45.227,273818,17711236
200.236.45.226,305629,62583863
200.236.45.225,274877,17771922
200.236.45.224,276842,17925127
200.236.45.223,273533,17708695
200.236.45.22,274468,17760529
200.236.45.222,279865,18121038
200.236.45.221,277628,17947754
200.236.45.220,273606,17701689
200.236.45.219,276397,17867276
200.236.45.218,274544,17764095
200.236.45.217,275727,17839601
200.236.45.216,276839,17870240
200.236.45.215,274993,17838711
200.236.45.214,275860,17854287
200.236.45.213,276035,17864639
200.236.45.21,272907,17656257
200.236.45.212,272975,17673593
200.236.45.211,278770,18006085
200.236.45.210,274840,17821500
200.236.45.209,275205,17754183
200.236.45.208,274635,17818042
200.236.45.207,276450,17890474
200.236.45.206,278075,17958298
200.236.45.205,277695,17929391
200.236.45.204,275731,17820518
200.236.45.203,281850,18184967
200.236.45.20,273948,17732822
200.236.45.202,274421,17757533
200.236.45.201,276167,17839728
200.236.45.200,289227,43150285
200.236.45.199,276921,17915124
200.236.45.198,274736,17766661
200.236.45.197,305040,19637967
200.236.45.196,276092,17875602
200.236.45.195,276343,17879071
200.236.45.194,297412,44503191
200.236.45.193,278001,17959095
200.236.45.19,279113,18049476
200.236.45.192,275912,17906760
200.236.45.191,282321,18249277
200.236.45.190,278850,18047878
200.236.45.189,274541,17780731
200.236.45.188,272925,17681775
200.236.45.187,275389,17814404
200.236.45.186,276395,17918798
200.236.45.185,274531,17818131
200.236.45.184,274024,17719154
200.236.45.183,274031,17727210
200.236.45.18,278696,18016085
200.236.45.182,274821,17788367
200.236.45.181,276226,17891035
200.236.45.180,273144,17708017
200.236.45.179,274220,17743574
200.236.45.178,276420,17891489
200.236.45.177,279226,18050984
200.236.45.176,275191,17788896
200.236.45.175,275696,17843535
200.236.45.174,273850,17718943
200.236.45.173,275400,17810008
200.236.45.17,276405,17866430
200.236.45.172,277599,17955990
200.236.45.171,272771,17653067
200.236.45.170,277456,17964183
200.236.45.169,283994,18344132
200.236.45.168,272354,17637346
200.236.45.167,275298,17850726
200.236.45.166,302968,33774687
200.236.45.165,274367,17737047
200.236.45.164,273241,17657993
200.236.45.163,280290,18097136
200.236.45.16,275333,17791218
200.236.45.162,273393,17680106
200.236.45.161,278011,17954119
200.236.45.160,275493,17812953
200.236.45.159,273076,17661206
200.236.45.158,273096,17686386
200.236.45.157,281115,18211624
200.236.45.156,276369,17883804
200.236.45.155,278276,17984602
200.236.45.154,276332,17871594
200.236.45.153,276039,17856537
200.236.45.15,273509,17715605
200.236.45.152,275700,17864869
200.236.45.151,275911,17808639
200.236.45.150,278421,18134593
200.236.45.149,274965,17816435
200.236.45.148,274492,17773858
200.236.45.147,273623,17709471
200.236.45.146,275047,17808804
200.236.45.145,277696,17922011
200.236.45.144,273179,17722186
200.236.45.143,275796,17815286
200.236.45.14,278856,18022337
200.236.45.142,276041,17848264
200.236.45.141,272354,17628878
200.236.45.140,273662,17717210
200.236.45.139,274259,17739870
200.236.45.138,278403,18008102
200.236.45.137,273225,17654313
200.236.45.136,277607,17978006
200.236.45.135,274327,17745556
200.236.45.134,275807,17825448
200.236.45.133,273110,17643235
200.236.45.13,273272,17707452
200.236.45.132,275166,17856309
200.236.45.131,276505,17916761
200.236.45.130,277728,17986185
200.236.45.129,275261,17821909
200.236.45.128,276313,17888787
200.236.45.1,278116,18010841
200.236.45.127,271693,17592109
200.236.45.126,284859,18366189
200.236.45.125,276608,17880544
200.236.45.124,275799,17841214
200.236.45.123,275663,17819772
200.236.45.12,273328,17711095
200.236.45.122,279735,18103632
200.236.45.121,274233,17809414
200.236.45.120,273898,17692223
200.236.45.119,274646,17819479
200.236.45.118,279006,18058190
200.236.45.117,275633,17852875
200.236.45.116,274536,17769718
200.236.45.115,275009,17792315
200.236.45.114,277136,17935317
200.236.45.113,276709,17880798
200.236.45.11,274448,17782817
200.236.45.112,273974,17733880
200.236.45.111,276895,17888266
200.236.45.110,273841,17712890
200.236.45.109,276359,17865798
200.236.45.108,277518,17905260
200.236.45.107,280653,18172105
200.236.45.106,279524,18075754
200.236.45.105,277811,17943757
200.236.45.104,273985,17726432
200.236.45.103,273557,17733086
200.236.45.10,273393,17702397
200.236.45.102,276460,17908319
200.236.45.101,275943,17826197
200.236.45.100,273504,17716740
200.236.45.0,273462,17673327
200.236.44.99,278729,18017782
200.236.44.98,274203,17754989
200.236.44.97,277298,17928697
200.236.44.96,278215,17946633
200.236.44.95,273190,17718003
200.236.44.94,274289,17753165
200.236.44.93,277180,17887669
200.236.44.9,283395,18317896
200.236.44.92,274705,17773093
200.236.44.91,272863,17623388
200.236.44.90,278414,18000402
200.236.44.89,276390,17885596
200.236.44.88,280995,18152732
