dst,packet_total,volume_total
200.236.60.184,277436,17922674
200.236.60.183,275695,17843803
200.236.60.18,276829,17933566
200.236.60.182,274432,17717758
200.236.60.181,275553,17809190
200.236.60.180,273788,17766093
200.236.60.179,273245,17675510
200.236.60.178,276846,17854264
200.236.60.177,273600,17748082
200.236.60.176,275017,17800097
200.236.60.175,275453,17855331
200.236.60.174,272784,17627623
200.236.60.173,304859,19581205
200.236.60.17,278775,18008344
200.236.60.172,273197,17641323
200.236.60.171,274863,17758924
200.236.60.170,275379,17825156
200.236.60.169,276565,17906377
200.236.60.168,275509,17854560
200.236.60.167,275040,17824065
200.236.60.166,271466,17551523
200.236.60.165,288989,18616077
200.236.60.164,280810,18129030
200.236.60.163,274722,17762312
200.236.60.16,278474,17991822
200.236.60.162,275942,17850748
200.236.60.161,275293,17813484
200.236.60.160,273603,17726419
200.236.60.159,277507,17955750
200.236.60.158,282343,18220079
200.236.60.157,274964,17923743
200.236.60.156,273229,17687289
200.236.60.155,274134,17761232
200.236.60.154,281168,18164269
200.236.60.153,281897,18219975
200.236.60.15,274262,17762983
200.236.60.152,276871,17924411
200.236.60.151,275800,17811365
200.236.60.150,306075,19665209
200.236.60.149,276643,17936288
200.236.60.148,273784,17732492
200.236.60.147,279160,18074884
200.236.60.146,273838,17700406
200.236.60.145,275002,17803320
200.236.60.144,275632,17825467
200.236.60.143,274595,17734818
200.236.60.14,274953,17786135
200.236.60.142,274950,17769149
200.236.60.141,277824,17985020
200.236.60.140,278117,17965476
200.236.60.139,275065,17818974
200.236.60.138,273534,17694469
200.236.60.137,278005,18011167
200.236.60.136,273432,17667492
200.236.60.135,279378,18061166
200.236.60.134,273229,17665866
200.236.60.133,275434,17834073
200.236.60.13,280659,18131164
200.236.60.132,274048,17742702
200.236.60.131,283137,18273436
200.236.60.130,278245,18022633
200.236.60.129,275787,17848333
200.236.60.128,274412,17717005
200.236.60.1,275988,17871063
200.236.60.127,273567,17780967
200.236.60.126,272825,17654443
200.236.60.125,272753,17660550
200.236.60.124,274643,17785986
200.236.60.123,273013,17639561
200.236.60.12,294105,19918320
200.236.60.122,280078,18084689
200.236.60.121,274082,17703107
200.236.60.120,274048,17722465
200.236.60.119,276695,17864211
200.236.60.118,276172,17894700
200.236.60.117,274469,17744363
200.236.60.116,273710,17698605
200.236.60.115,278438,18032429
200.236.60.114,275136,17798945
200.236.60.113,274784,17771094
200.236.60.11,275445,17807204
200.236.60.112,275782,17810269
200.236.60.111,298255,20614155
200.236.60.110,275694,17857282
200.236.60.109,273785,17741925
200.236.60.108,274487,17801246
200.236.60.107,274245,17744822
200.236.60.106,282442,18241863
200.236.60.105,273710,17688302
200.236.60.104,274284,17738512
200.236.60.103,281654,18204846
200.236.60.10,276372,17900136
200.236.60.102,279447,18037396
200.236.60.101,273874,17719318
200.236.60.100,273256,17692572
200.236.60.0,274643,17778920
200.236.59.99,278720,17997299
200.236.59.98,278654,18025077
200.236.59.97,272863,17629135
200.236.59.96,276002,17850277
200.236.59.95,273078,17711023
200.236.59.94,273745,17751495
200.236.59.93,273994,17685070
200.236.59.9,286934,18521141
200.236.59.92,275860,17842373
200.236.59.91,278940,18212384
200.236.59.90,278383,18003003
200.236.59.89,276810,17884769
200.236.59.88,275417,17799164
200.236.59.87,277099,17912653
200.236.59.86,276948,17914920
200.236.59.85,274210,17745890
200.236.59.84,272592,17653683
200.236.59.83,275831,17838964
200.236.59.8,294196,18951006
200.236.59.82,278064,17972069
200.236.59.81,271972,17580193
200.236.59.80,273539,17713285
200.236.59.79,274414,17760494
200.236.59.78,274036,17725421
200.236.59.77,274254,17769970
200.236.59.76,274462,17770800
200.236.59.75,280524,18107991
200.236.59.74,275304,17808272
200.236.59.73,274042,17717680
200.236.59.7,273501,17723098
200.236.59.72,276253,17886701
200.236.59.71,276182,17834510
200.236.59.70,275550,17790978
200.236.59.69,276893,17903796
200.236.59.68,274398,17742170
200.236.59.67,273913,17729433
200.236.59.66,273491,17699842
200.236.59.65,275638,17824617
200.236.59.64,275992,17849294
200.236.59.63,275973,17811537
200.236.59.6,276305,17856304
200.236.59.62,310854,19959920
200.236.59.61,274517,17767732
200.236.59.60,277611,17949458
200.236.59.59,273700,17693997
200.236.59.58,277784,18454267
200.236.59.57,271227,17543850
200.236.59.56,273440,17714907
200.236.59.55,274881,17747448
200.236.59.54,275540,17817905
200.236.59.53,276405,17872126
200.236.59.5,279117,18048586
200.236.59.52,302255,19406295
200.236.59.51,274432,17740665
200.236.59.50,279063,18021488
200.236.59.49,275233,17771221
200.236.59.48,280968,18141445
200.236.59.47,274847,17738208
200.236.59.46,272939,17655041
200.236.59.45,273441,17679197
200.236.59.44,276160,17888515
200.236.59.43,275829,17856277
200.236.59.4,274513,17743287
200.236.59.42,275301,17792408
200.236.59.41,276683,18038679
200.236.59.40,276317,17908556
200.236.59.39,278875,17999070
200.236.59.38,273045,17659287
200.236.59.37,274108,17745810
200.236.59.36,275328,17803537
200.236.59.35,275880,17834892
200.236.59.34,274973,17768468
200.236.59.33,276559,17883133
200.236.59.3,280103,18131086
200.236.59.32,276378,17884558
200.236.59.31,274310,17740271
200.236.59.30,274092,17765177
200.236.59.29,276396,17903177
200.236.59.28,273200,17711318
200.236.59.27,273797,17667086
200.236.59.26,275378,17805719
200.236.59.255,275152,17756780
200.236.59.254,275700,17815721
200.236.59.253,273629,17807666
200.236.59.25,277773,17972759
200.236.59.252,275864,17824336
200.236.59.251,272954,17638215
200.236.59.250,275076,17801766
200.236.59.249,271834,17594859
200.236.59.248,302785,62322040
200.236.59.247,275941,17844100
200.236.59.246,273072,17696000
200.236.59.245,274638,17748484
200.236.59.244,272338,17666958
200.236.59.243,274301,17713450
200.236.59.24,274081,17756418
200.236.59.242,271367,17559956
200.236.59.241,277190,17922761
200.236.59.240,274173,17736894
200.236.59.239,274104,17749034
200.236.59.238,275021,17812056
200.236.59.237,272903,17653073
200.236.59.236,274530,17757645
200.236.59.235,274369,17713055
200.236.59.234,274191,17754495
200.236.59.233,273196,17686400
200.236.59.23,277649,17934459
200.236.59.232,275057,17795288
200.236.59.231,272661,17653926
200.236.59.230,278688,18008807
200.236.59.229,275270,17813609
200.236.59.228,272254,17595827
200.236.59.2,274744,17760781
200.236.59.227,274744,17787372
200.236.59.226,272397,17617039
200.236.59.225,273038,17678928
200.236.59.224,274658,17752896
200.236.59.223,273624,17687125
200.236.59.22,275274,17809487
200.236.59.222,274047,17738553
200.236.59.221,274808,17766782
200.236.59.220,278125,17943539
200.236.59.219,274388,17731986
200.236.59.218,274262,17764974
200.236.59.217,273575,17746543
200.236.59.216,286843,18645174
200.236.59.215,280503,18124832
200.236.59.214,273946,17754807
200.236.59.213,274049,17730491
200.236.59.21,275261,17772612
200.236.59.212,276565,17850509
200.236.59.211,275882,17803998
200.236.59.210,272262,17610181
200.236.59.209,272713,17652374
200.236.59.208,272815,17625110
200.236.59.207,279350,18036811
200.236.59.206,275554,17812800
200.236.59.205,276337,17872086
200.236.59.204,281810,18202763
200.236.59.203,274273,17774369
200.236.59.20,274422,17768842
200.236.59.202,282678,18249846
200.236.59.201,277563,17977855
200.236.59.200,276301,17895013
200.236.59.199,273978,17748148
200.236.59.198,273919,17730440
200.236.59.197,276347,17868914
200.236.59.196,277184,17907211
200.236.59.195,276127,17833806
200.236.59.194,275114,17800673
200.236.59.193,276168,17860981
200.236.59.19,275177,17803583
200.236.59.192,276015,17855959
200.236.59.191,275131,17799666
200.236.59.190,280796,18152867
200.236.59.189,280028,18061002
200.236.59.188,274752,17795235
200.236.59.187,276974,17914703
200.236.59.186,274990,17777861
200.236.59.185,277704,17946803
200.236.59.184,275725,17831113
200.236.59.183,274495,17758303
200.236.59.18,283973,18326567
200.236.59.182,275942,17836251
200.236.59.181,274284,17789431
200.236.59.180,276403,17875707
200.236.59.179,274536,17729013
200.236.59.178,273087,17667401
200.236.59.177,274157,17762604
200.236.59.176,291822,18795142
200.236.59.175,277317,17897976
200.236.59.174,274861,17741951
200.236.59.173,278699,17972205
200.236.59.17,272341,17635447
200.236.59.172,275509,17807134
200.236.59.171,273814,17698262
200.236.59.170,309267,19866431
200.236.59.169,280652,18182183
200.236.59.168,272959,17682932
200.236.59.167,273059,17668733
200.236.59.166,280409,18120097
200.236.59.165,276511,17869461
200.236.59.164,272983,17658330
200.236.59.163,272164,17609128
200.236.59.16,276108,17827558
200.236.59.162,276627,17894321
200.236.59.161,276221,17856746
200.236.59.160,277774,17956773
200.236.59.159,275762,17795958
200.236.59.158,273991,17743147
200.236.59.157,274610,17757332
200.236.59.156,279815,18051940
200.236.59.155,274158,17752774
200.236.59.154,276315,17842920
200.236.59.153,271605,17564622
200.236.59.15,276137,17859181
200.236.59.152,275704,17825813
200.236.59.151,275923,17869100
200.236.59.150,274400,17738536
200.236.59.149,274899,17773367
200.236.59.148,277600,17906193
200.236.59.147,277297,17958123
200.236.59.146,274219,17797475
200.236.59.145,275770,17831296
200.236.59.144,273017,17669136
200.236.59.143,409003,26794513
200.236.59.14,274863,17806174
200.236.59.142,277789,17969841
200.236.59.141,273794,17721108
200.236.59.140,278314,17987097
200.236.59.139,276139,17837560
200.236.59.138,303867,33943461
200.236.59.137,276152,17872918
200.236.59.136,274853,17803004
200.236.59.135,275010,17778463
200.236.59.134,278886,18019315
200.236.59.133,279926,18072067
200.236.59.13,281177,18261068
200.236.59.132,273995,17754227
200.236.59.131,275121,17827818
200.236.59.130,280233,18169636
200.236.59.129,276070,17837185
200.236.59.128,271985,17590406
200.236.59.1,276937,17932810
200.236.59.127,276952,17947718
200.236.59.126,274108,17722510
200.236.59.125,274374,17749485
200.236.59.124,272684,17624267
200.236.59.123,273164,17654611
200.236.59.12,275505,17796623
200.236.59.122,274167,17723437
200.236.59.121,284148,18474339
200.236.59.120,274401,17746975
200.236.59.119,275498,17832428
200.236.59.118,274915,17736611
200.236.59.117,273449,17678701
200.236.59.116,283410,18250935
200.236.59.115,274763,17758267
200.236.59.114,275085,17776602
200.236.59.113,274450,17753121
200.236.59.11,278069,17957836
200.236.59.112,276113,17857564
200.236.59.111,284321,19072610
200.236.59.110,273475,17701047
200.236.59.109,275405,17808374
200.236.59.108,275887,17855522
200.236.59.107,272761,17649134
200.236.59.106,275732,17854266
200.236.59.105,275118,17814801
200.236.59.104,273881,17713604
200.236.59.103,273257,17667544
200.236.59.10,277609,17942297
200.236.59.102,273914,17720678
200.236.59.101,276311,17857917
200.236.59.100,275833,17836930
200.236.59.0,270212,17471016
200.236.58.99,273659,17717959
200.236.58.98,275606,17827670
200.236.58.97,274027,17760991
200.236.58.96,273384,17709892
200.236.58.95,275112,17790929
200.236.58.94,275730,17802367
200.236.58.93,276496,17874518
200.236.58.9,283932,18315830
200.236.58.92,274105,17716206
200.236.58.91,274882,17775580
200.236.58.90,273550,17702552
200.236.58.89,277779,17938109
200.236.58.88,273734,17710263
200.236.58.87,277542,17938185
200.236.58.86,274999,17811144
200.236.58.85,302427,62375158
200.236.58.84,273727,17697203
200.236.58.83,275261,17815524
200.236.58.8,296904,19140312
200.236.58.82,276464,17925593
200.236.58.81,274615,17795017
200.236.58.80,274644,17733971
200.236.58.79,274019,17760911
200.236.58.78,285002,18480396
200.236.58.77,280451,18163151
200.236.58.76,279156,18070395
200.236.58.75,273040,17659331
200.236.58.74,274842,17786948
200.236.58.73,279032,18040773
200.236.58.7,273228,17691280
200.236.58.72,278161,17959898
200.236.58.71,275121,17790906
200.236.58.70,273740,17739598
200.236.58.69,276846,17885542
200.236.58.68,273226,17694498
200.236.58.67,275678,17818899
200.236.58.66,275833,17832443
200.236.58.65,277410,17948054
200.236.58.64,273366,17721554
200.236.58.63,274065,17738781
200.236.58.6,272973,17676976
200.236.58.62,281511,18228870
200.236.58.61,300493,31671311
200.236.58.60,273834,17720173
200.236.58.59,277120,17920849
200.236.58.58,281367,18296948
200.236.58.57,290482,18755323
200.236.58.56,277695,17967533
200.236.58.55,276565,17881166
200.236.58.54,274994,17779789
200.236.58.53,274199,17739966
200.236.58.5,274933,17781896
200.236.58.52,280264,18091654
200.236.58.51,277286,17984675
200.236.58.50,276556,17937189
200.236.58.49,272562,17637668
200.236.58.48,274457,17776520
200.236.58.47,273535,17743949
200.236.58.46,306499,34132897
200.236.58.45,277056,17913993
200.236.58.44,273725,17710344
200.236.58.43,275449,17795934
200.236.58.4,273593,17702657
200.236.58.42,274680,17773971
200.236.58.41,275123,17825763
200.236.58.40,273884,17695180
200.236.58.39,274506,17742068
200.236.58.38,276771,17937489
200.236.58.37,275751,17833894
200.236.58.36,276049,17908694
200.236.58.35,274370,17757196
200.236.58.34,274038,17749133
200.236.58.33,275907,17857079
200.236.58.3,281472,18235884
200.236.58.32,277674,17926776
200.236.58.31,276799,17881306
200.236.58.30,273846,17700367
200.236.58.29,273192,17688858
200.236.58.28,278989,18074759
200.236.58.27,277477,17949087
200.236.58.26,306638,34138388
200.236.58.255,272343,17636926
200.236.58.254,275393,17822136
200.236.58.253,275271,17803036
200.236.58.25,286923,18477183
200.236.58.252,271981,17597547
200.236.58.251,276170,17842909
200.236.58.250,275104,17813991
200.236.58.249,276986,17906566
200.236.58.248,276121,17858849
200.236.58.247,275060,17818422
200.236.58.246,276963,17921040
200.236.58.245,272688,17651324
200.236.58.244,275003,17769998
200.236.58.243,274577,17761425
200.236.58.24,273803,17740490
200.236.58.242,274148,17747395
200.236.58.241,273202,17686739
200.236.58.240,273811,17678694
200.236.58.239,273590,17719036
200.236.58.238,278214,18006279
200.236.58.237,272817,17650558
200.236.58.236,276352,17885390
200.236.58.235,271410,17550144
200.236.58.234,275591,17841315
200.236.58.233,273829,17722712
200.236.58.23,276066,17863545
200.236.58.232,274369,17748843
200.236.58.231,277548,18068687
200.236.58.230,274354,17745335
200.236.58.229,275033,17759489
200.236.58.228,275660,17813687
200.236.58.2,274695,17791976
200.236.58.227,272956,17655898
200.236.58.226,275598,17836674
200.236.58.225,277950,17969761
200.236.58.224,274770,17759777
200.236.58.223,273072,17676038
200.236.58.22,272280,17644070
200.236.58.222,273881,17729929
200.236.58.221,273719,17718865
200.236.58.220,274438,17797163
200.236.58.219,273561,17688833
200.236.58.218,274171,17732948
200.236.58.217,278528,18047099
200.236.58.216,277129,17938976
200.236.58.215,275237,17786875
200.236.58.214,274505,17756519
200.236.58.213,279376,18052569
200.236.58.21,276553,17891631
200.236.58.212,275867,17841239
200.236.58.211,272997,17676704
200.236.58.210,272084,17591865
200.236.58.209,277907,17950736
200.236.58.208,274511,17750936
200.236.58.207,273685,17676303
200.236.58.206,278722,18017312
200.236.58.205,271873,17581952
200.236.58.204,273365,17722321
200.236.58.203,274871,17825291
200.236.58.20,277527,17956113
200.236.58.202,282390,18215580
200.236.58.201,273847,17693196
200.236.58.200,276903,17884389
200.236.58.199,278185,17938345
200.236.58.198,273230,17693069
200.236.58.197,275756,17827407
200.236.58.196,278915,18015155
200.236.58.195,274407,17782018
200.236.58.194,279756,18049691
200.236.58.193,277485,17982762
200.236.58.19,276270,17909276
200.236.58.192,273657,17723430
200.236.58.191,277540,17959507
200.236.58.190,274359,17741722
200.236.58.189,275393,17821321
200.236.58.188,274731,17795160
200.236.58.187,280553,18141038
200.236.58.186,273275,17686583
200.236.58.185,276976,17895256
200.236.58.184,279655,18084005
200.236.58.183,273199,17646940
200.236.58.18,275285,17797126
200.236.58.182,275664,17831426
200.236.58.181,274221,17748081
200.236.58.180,276002,17874469
200.236.58.179,273804,17762789
200.236.58.178,272151,17637550
200.236.58.177,277825,17988069
200.236.58.176,273763,17703851
200.236.58.175,273936,17748076
200.236.58.174,273718,17728363
200.236.58.173,276737,17889291
200.236.58.17,277396,17917519
200.236.58.172,274514,17740518
200.236.58.171,283847,18365648
200.236.58.170,278803,18024229
200.236.58.169,274438,17735232
200.236.58.168,277507,17910526
200.236.58.167,279249,18040051
200.236.58.166,272834,17612670
200.236.58.165,277998,17960248
200.236.58.164,273301,17646367
200.236.58.163,275291,17823906
200.236.58.16,274622,17778403
200.236.58.162,274645,17750876
200.236.58.161,272928,17642746
200.236.58.160,272192,17639083
200.236.58.159,276937,17915773
200.236.58.158,274972,17759844
200.236.58.157,275820,17814247
200.236.58.156,276231,17918317
